மற்றும்	and
புரூஸ்	bruce
உங்களை	yourself
சாய்	sai
சாய்	chai
எச்சம்	residue
அமைதியாக	silent
ஐயா	sir
மிகையான	excessive
பத்தாண்டு	decade
அதிகரித்துள்ளது	increase
அதிகரித்துள்ளது	increased
ஸ்பானிஷ்	spanish
அஞ்சி	fear
கேலி	teasing
இருண்ட	dark
தேவநாகரி	devanagari
எழும்பூர்	egmore
ஜேன்	jane
ஆகி	absent
பாடங்கள்	lessons
நோக்கங்கள்	objectives
நோக்கங்கள்	purposes
வாடகை	renting
வாடகை	rentals
வாடகை	rental
வாடகை	rent
சிரிய	syrian
பூண்டு	garlic
ஜான்சி	jhansi
கவர்ந்து	attracted
லோக்	lok
கேள்விக்கு	question
டொமைன்	domain
வால்டர்	walter
இராபர்ட்	robert
பெரேரா	perera
ஆய்	study
காமம்	kama
காமம்	sex
வல்லுனர்கள்	professionals
காதலன்	boyfriend
காதலன்	lover
எல்லாமே	everything
எல்லாமே	all
செல்வி	miss
ஆஸ்திரிய	austrian
தொண்டைமான்	tondaiman
வடிவமைக்கப்பட்டுள்ளது	designed
சம்பவங்கள்	incidents
வேள்வி	yajna
ஆசாத்	azad
டெல்டா	delta
குட்	good
இயற்றியவர்	author
ஒருங்கிணைக்கப்பட்ட	unified
சாரம்	essence
சாரம்	scaffolding
கடலோர	coastal
கடலோர	coast
திறம்பட	effectively
பெய்ஜிங்	beijing
திறன்கள்	skills
பாண்டியர்கள்	pandyas
ராணுவம்	military
ராணுவம்	army
பத்திரிகைகள்	journals
அதீத	extreme
கெப்லர்	kepler
திருத்தங்கள்	edits
மாய	magic
பார்த்தார்	saw
பார்த்தார்	watched
வின்சென்ட்	vincent
அல்லவா	na
டிரம்ப்	trump
ஆழ்வார்	alwar
வன்னி	vanni
இத்துடன்	herewith
புளோரிடா	florida
கரி	charcoal
அணிகலன்கள்	accessories
கட்டு	bundle
போபால்	bhopal
பொருந்திய	matched
பரிவர்த்தனை	transaction
பரிவர்த்தனை	transactions
உள்கட்டமைப்பு	infrastructure
பிளாஸ்டிக்	plastic
காலச்சுவடு	timestamp
ராகம்	ragam
ஆன்மா	soul
தாகூர்	tagore
தாகூர்	thakur
வேந்தர்	chancellor
குண்டுகள்	bombs
பாங்கு	adhan
டெக்சாஸ்	texas
முழுமை	full
முழுமை	complete
தட்பவெப்ப	temperatures
போப்	pope
பாசி	algae
போரான்	boron
சித்ரா	chitra
சமூகங்கள்	communities
சமூகங்கள்	social
நிமிடம்	minute
செயலகம்	secretariat
எர்ணாகுளம்	ernakulam
இடலாம்	glide
சோதிட	astrological
சொற்றொடர்	paste
ஏற்றுக்கொள்ளப்பட்டது	accepted
பாப்பா	pappa
தானியங்கள்	grains
செங்கல்	brick
வயிற்றில்	stomach
கோர்	core
கோர்	gore
திறமையான	talented
படத்திற்கு	picture
மலிவான	cheap
பேஸ்	pace
பேஸ்	base
தொகுப்பாளர்	presenter
கவர்ச்சி	glamour
மிளகாய்	capsicum
மிளகாய்	chili
பென்சில்வேனியா	pennsylvania
தடங்கள்	channels
தடங்கள்	tracks
தடங்கள்	channel
இவ்வாறே	thus
கம்பம்	pole
சிவகாசி	sivakasi
தேவதை	mermaid
தேவதை	angel
பீரங்கி	artillery
இயற்கணிதம்	algebra
கேடு	alas
சர்ச்	church
சமகால	contemporary
சேனா	sena
அண்டவியல்	cosmology
நிலையைப்	status
ஐரிஷ்	irish
பகத்	bhagat
ஸ்டான்லி	stanley
வலைப்பின்னல்	network
காமாட்சி	kamakshi
வடிவமைத்து	designed
கொண்டாட்டம்	celebrating
கொண்டாட்டம்	party
கொண்டாட்டம்	celebrate
கொண்டாட்டம்	celebration
அய்யர்	aiyar
நிக்	nick
நிக்	nic
என்கிறார்கள்	says
காட்மியம்	cadmium
முனையம்	terminal
முனையம்	port
வாரத்திற்கு	weekly
ஐயங்கார்	iyengar
சுப்பையா	subbiah
முக்கியத்துவத்தை	importance
கார்கில்	kargil
ஹட்சன்	hudson
நீர்த்தேக்கம்	reservoir
பிரிக்கப்பட்ட	separated
சீனிவாச	srinivasa
ஒபாமா	obama
ஒப்பீட்டு	comparative
வெற்றிகள்	wins
வெற்றிகள்	hits
இழுத்து	drag
தோள்	shoulder
அபு	abu
லியோன்	lyon
லியோன்	leone
மிசோரம்	mizoram
சீரமைப்பு	conditioning
சீரமைப்பு	renovation
சுல்தானகம்	sultanate
பேசிக்	basic
எதிர்பார்ப்பு	expectations
உச்சரிப்பு	spelling
உச்சரிப்பு	pronunciation
பூம்புகார்	boom
போதனை	teaching
கொடிகள்	flags
தீபகற்பம்	peninsula
கடன்கள்	loans
ஹெட்ஜ்	hedge
மியான்மர்	myanmar
ராசா	raza
ராசா	rasa
நாய்கள்	dogs
வருடமும்	year
இவற்றால்	plagued
பங்கேற்றனர்	participated
குறைத்தல்	reduction
மலரும்	blossom
பதவிகள்	roles
பதவிகள்	positions
பழி	revenge
வந்ததும்	came
வளிமண்டலம்	atmosphere
நாராயண்	narayan
தீபாவளி	diwali
செவிலியர்	nurse
மக்கா	mecca
மக்கா	makkah
விஜயம்	visit
வசனங்கள்	captions
ஊக்குவிக்கும்	encourage
ஊக்குவிக்கும்	encouraging
குஞ்சு	chick
கெய்ரோ	cairo
குலசேகர	kulasekara
உறவினர்கள்	cousins
உறவினர்கள்	relatives
கூடலூர்	gudalur
தார்	tar
சுருதி	shruti
புல்லாங்குழல்	flute
மனோகர்	manohar
மல்லிகை	jasmine
கண்டேன்	found
லாரி	larry
லாரி	lorry
உரம்	fertilizer
உரம்	manure
கூட்டமாக	crowded
ஹிட்லர்	hitler
முன்னுரை	preface
களுத்துறை	kalutara
படமாக	picture
ஒற்றையர்	singles
சத்தம்	noise
சத்தம்	loud
போட்டியிடும்	competing
இசைக்கலைஞர்	musician
மீட்க	recover
பவன்	bhavan
பவன்	pawan
தலைகீழ்	inverted
இமயமலை	himalayas
கலா	kala
கோகோயின்	cocaine
ஆக்சிஜன்	oxygen
மூடப்பட்ட	closed
பச்சன்	bachchan
ஆர்க்	arc
சட்டை	shirt
ஹஜ்	haj
ஹஜ்	hajj
ஜிம்மி	jimmy
உடைந்து	broke
சித்திரம்	art
போதுமானதாக	enough
உணரும்	realize
இடுப்பு	hip
இடுப்பு	loin
இடுப்பு	waist
வெட்டு	cut
வெட்டு	crop
உணவகங்கள்	restaurants
ஒழுங்கற்ற	jigsaw
ஒழுங்கற்ற	random
நெய்	ghee
சேர்த்தல்	collect
சேர்த்தல்	adding
அமைவு	setup
மிதிவண்டி	bicycle
ஸ்ரீபெரும்புதூர்	sriperumbudur
யாதவ்	yadav
யாகம்	astrologer
காகிதம்	paper
தோண்டி	digging
