kategória	category
znepokojujúce	unsettling
znepokojujúce	upsetting
znepokojujúce	troubling
znepokojujúce	disturbing
znepokojujúce	worrying
znepokojujúce	worrisome
kirsty	kirsty
cardinale	cardinale
bionafta	biodiesel
nenê	nenê
slepými	blanks
medzivládnej	intergovernmental
masahiko	masahiko
doprovod	escort
weisskopf	weisskopf
chengdu	chengdu
narodni	narodni
amanti	amanti
gällivare	gällivare
shipley	shipley
rozhodné	decisive
thüringer	thüringer
cusack	cusack
disonancia	dissonance
rudan	rudan
pluhy	ploughs
kilda	kilda
kvalserien	kvalserien
ziller	ziller
boniface	boniface
isambard	isambard
cbu	cbu
bežecký	treadmill
penthesilea	penthesilea
cruyff	cruyff
boing	boing
imprimerie	imprimerie
brijeg	brijeg
tory	tory
koca	koca
cose	cose
nezverejnené	undisclosed
économiques	économiques
cocu	cocu
fiorano	fiorano
gasol	gasol
cochet	cochet
tawney	tawney
aub	aub
mystère	mystère
seite	seite
metafilozofia	metaphilosophy
tušenia	hunches
superpočítač	supercomputer
morio	morio
gflops	gflops
meletios	meletius
orfeo	orfeo
jäckel	jäckel
thunderball	thunderball
smd	smd
potlačou	imprint
potlačou	imprinted
vankúše	cushions
vankúše	pillows
vankúše	buffers
antropov	antropov
kosygin	kosygin
predstavujeme	introducing
majorelle	majorelle
metylácia	methylation
rajoy	rajoy
arcticus	arcticus
higo	higo
rafinesque	rafinesque
kuga	kuga
diapozitívy	slides
erman	erman
viol	viols
telepatia	telepathy
villafranca	villafranca
kromlech	cromlech
improvizovať	improvise
mallia	mallia
gorst	gorst
ghiberti	ghiberti
obličku	kidney
lubomirski	lubomirski
pardue	pardue
nadhadzovač	pitcher
erg	erg
kitson	kitson
chicxulub	chicxulub
muma	muma
germano	germano
uragan	uragan
mujica	mujica
deskriptor	descriptor
netta	nett
paulinus	paulinus
veľkoobchodníkov	wholesalers
espanya	espanya
baa	baa
strat	strat
cavelier	cavelier
hain	hain
pszczyna	pszczyna
ženskosť	femininity
laberge	laberge
macklemore	macklemore
ústiach	estuaries
schatten	schatten
dickie	dickie
lacustris	lacustris
kyborg	cyborg
vykastrovaný	castrated
statik	statik
illy	illy
kríženca	mongrel
alexandri	alexandri
komm	qom
komm	komm
michie	michie
baud	baud
gio	gio
maite	maite
margate	margate
amnh	amnh
inácio	inácio
geniculata	geniculata
dsg	dsg
fratelli	fratelli
grossi	grossi
petunia	petunia
dialogus	dialogus
taxonomicky	taxonomically
buenaventura	buenaventura
heliosféra	heliosphere
mártires	mártires
thorstein	thorstein
thymus	thymus
hattie	hattie
inmarsat	inmarsat
smrčok	morchella
fundamentalizmu	fundamentalism
digitale	digitale
lda	lda
kalmus	kalmus
starkey	starkey
ligier	ligier
kava	coffee
sempronius	sempronius
heber	heber
mikrotubuly	microtubule
kazbek	kazbek
arbuthnot	arbuthnot
bloger	blogger
ubližovať	hurting
cagliostro	cagliostro
siamské	siamese
siamské	conjoined
texcoco	texcoco
cala	cala
odpočítať	deduct
odpočítať	deduction
odpočítať	subtract
bockscar	bockscar
mbr	mbr
mccleary	mccleary
praskol	ruptured
pión	pion
lesba	lesbian
lesba	dyke
riccatiho	riccati
loomis	loomis
zmiešať	mix
zmiešať	blend
abbr	abbr
guadiana	guadiana
krakatau	krakatau
sterilizácie	sterilisation
rodinia	rodinia
chino	chino
pectoris	pectoris
kosaka	kosaka
cjm	cjm
brachii	brachii
kolumbárium	columbarium
stradivarius	stradivarius
drobeta	drobeta
burm	burm
sasuke	sasuke
lal	lal
unisex	unisex
pieters	pieters
žetóny	tokens
žetóny	chips
canadien	canadien
ručiteľ	guarantor
polisario	polisario
compactflash	compactflash
legitímnosť	legitimacy
avala	avala
réal	réal
vyúčtovanie	billing
eamon	eamon
taxíkom	taxi
jörn	jörn
hes	hes
nesmelý	coy
solidago	solidago
lankom	lanyard
nikitič	nikitich
kwazulu	kwazulu
inšpektori	inspectors
inšpektori	surveyors
pupa	pupa
mcguire	mcguire
petković	petković
unesené	hijacked
prudnik	prudnik
suwa	suwa
evangeline	evangeline
quien	quien
germana	germana
icann	icann
letteratura	letteratura
batalha	batalha
xel	xel
jotunheimen	jotunheimen
maroni	maroni
datura	datura
alcatel	alcatel
annaberg	annaberg
neuromancer	neuromancer
dietikon	dietikon
navarro}}	navarro}}
barracuda	barracuda
plastid	plastid
milhaud	milhaud
hrozivo	menacing
hrozivo	ominous
gowland	gowland
działdowo	działdowo
veli	veli
kilimandžára	kilimanjaro
eldridge	eldridge
kulan	kulan
leclair	leclair
spovedi	confessional
monticola	monticola
nimzowitsch	nimzowitsch
hamish	hamish
mäsité	fleshy
mäsité	meaty
bergama	bergama
taura	taura
pli	pli
wlan	wlan
herrick	herrick
pierrot	pierrot
waalwijk	waalwijk
vitali	vitali
vitali	vitaly
tiebreak	tiebreak
canescens	canescens
dumka	dumka
tendre	tenders
łask	łask
liečených	treated
uzamknutie	lockdown
deng	deng
faggin	faggin
nitsch	nitsch
zlučiteľné	compatible
reciprocity	reciprocity
laswell	laswell
jüdische	jüdische
zadky	asses
zadky	butts
borsig	borsig
latencia	latency
karis	karis
depozit	deposit
medzimestskej	intercity
pkt	pkt
watterson	watterson
mamiit	mamiit
carreño	carreño
muppet	muppet
malvinas	malvinas
minin	minin
kolčak	kolchak
bundeswehr	bundeswehr
snoopy	snoopy
cls	cls
favre	favre
kingsway	kingsway
sakkas	sakas
lomax	lomax
dilemu	dilemma
zaviaže	commits
włoszczowa	włoszczowa
patino	patino
noctuidae	noctuidae
cruces	cruces
otáčkomer	tachometer
magnifico	magnifico
medaille	medaille
cláudio	cláudio
bĺch	flea
neužitočné	unhelpful
hays	hays
evers	evers
akadémiai	akadémiai
brianna	brianna
homeostázy	homeostasis
outremer	outremer
marciano	marciano
cretu	cretu
vanellus	vanellus
zdvorilo	politely
dotknutá	concerned
vinohradníci	harvesters
wawel	wawel
fiorino	fiorino
concha	concha
chloé	chloé
tetrix	tetrix
mcp	mcp
paragliding	paragliding
damany	hyrax
asociačné	associative
kaskade	kaskade
odomknúť	unlock
mechatronika	mechatronics
pucci	pucci
brune	brune
alkyl	alkyl
boehringer	boehringer
warhammer	warhammer
jablkový	apple
sybaris	sybaris
radovať	rejoice
mure	mure
ritt	ritt
fierro	fierro
artaud	artaud
kagoshima	kagoshima
hilson	hilson
moyes	moyes
lužici	lusatia
fujifilm	fujifilm
rguitar	rguitar
gandak	gandak
prisahám	swear
apeldoorn	apeldoorn
hoo	hoo
chavín	chavín
olivetti	olivetti
chrysaetos	chrysaetos
sacrorum	sacrorum
korupčný	corrupting
masahiro	masahiro
helsingør	helsingør
skočili	jumped
potešilo	pleased
đakovo	đakovo
ryki	ryki
zmätené	bewildered
zmätené	confused
tínedžeri	teens
tínedžeri	teenagers
architettura	architettura
makeup	makeup
botevgrad	botevgrad
pašovania	smuggling
calvo	calvo
rosný	dew
čelenka	headband
dallman	dallman
cergy	cergy
excavata	excavate
fut	fut
farníci	parishioners
hirschfeld	hirschfeld
juve	juve
albarn	albarn
orgován	lilac
starostlivý	caring
eino	eino
alula	alula
plenárne	plenary
pires	pires
jehan	jehan
methode	methode
melitaea	melitaea
romantici	romantics
contreras	contreras
sinológia	sinology
carballo	carballo
geopolitika	geopolitics
seaford	seaford
koto	koto
stok	stok
gordo	gordo
sanudo	sanudo
wals	wals
inra	inra
cba	cba
bion	bion
salgado	salgado
falster	falster
pederson	pederson
creil	creil
malopoľského	małopolska
oyonnax	oyonnax
zaventem	zaventem
atl	atl
mandoline	mandoline
shinto	shinto
sancte	sancte
oakville	oakville
mayhew	mayhew
močovod	ureter
večierka	curfew
zena	woman
zena	wife
subban	subban
naklonila	heeled
koronis	koronis
mülheim	mülheim
osu	osu
ignis	ignis
dupré	dupré
metsovo	metsovo
uncollapsed	uncollapsed
kopáči	diggers
astronomicky	astronomically
virgen	virgen
alkan	alkan
moine	moine
szczytno	szczytno
reichsbahn	reichsbahn
grund	grund
dummett	dummett
maronitská	maronite
guľku	bullet
mécanique	mécanique
stadionul	stadionul
cantate	cantate
blob	blob
devonshire	devonshire
lytton	lytton
širane	shirane
sharona	sharona
masoch	masoch
sirupy	syrups
kambodžské	cambodian
supercup	supercup
petz	petz
lugosi	lugosi
steadman	steadman
osorno	osorno
yalla	yalla
islandskom	icelandic
dah	dah
puyehue	puyehue
cinclus	cinclus
howells	howells
analógií	analogies
amínov	amines
gba	gba
świdnik	świdnik
irr	irr
crusoa	crusoe
laurens	laurens
gettysburg	gettysburg
ustr	ustr
civ	civ
genet	genet
ribóza	ribose
kenenisa	kenenisa
spirituály	spirituals
dislokácií	dislocations
pridruženého	ancillary
revizionistické	revisionist
vrhače	launchers
eichberg	eichberg
ebook	ebook
politzer	politzer
sadeníc	seedling
zina	zina
drzý	cheeky
dunedin	dunedin
marray	marray
vitalitu	vitality
dismas	dismas
zberný	feeder
konzuláty	consulates
okc	okc
sirin	sirin
sobe	sobe
cossa	cossa
prehĺbené	concave
spz	jpa
międzyrzecz	międzyrzecz
giang	giang
lanegan	lanegan
xtc	xtc
telefon	phone
telefon	telephone
dermatologické	dermatological
kreviet	shrimps
gabi	gabi
époque	époque
heliogabalus	elagabalus
ashtonová	ashton
cpt	cpt
depešu	bringin
shenzhen	shenzhen
germont	germont
macv	macv
đurađ	đurađ
mylo	mylo
pchjongjangu	pyongyang
sauropod	sauropod
leith	leith
reformizmus	reformism
achtung	achtung
candace	candace
anleitung	anleitung
tranquillo	tranquillo
bartholdi	bartholdi
najbezpečnejšie	safest
nepodmienené	unbound
nepodmienené	unconditional
lamento	lamento
laughton	laughton
cde	cde
actuel	actuel
satra	satra
feromón	pheromone
haken	haken
maillé	maillé
bilan	bilan
uršula	ursula
remiremont	remiremont
miramar	miramar
ftl	ftl
kelo	kelo
feodor	feodor
zucchero	zucchero
zacina	begins
izotermická	isothermal
gigantes	gigantes
hamasu	hamas
krby	fireplaces
neamț	neamț
verl	verl
lethbridge	lethbridge
baret	beret
ananás	pineapples
ananás	pineapple
roslin	roslin
tatort	tatort
martov	martov
dunaferr	dunaferr
skútre	snowmobiles
aufbau	aufbau
rezbárskych	carving
farscape	farscape
graecae	graecae
ansel	ansel
huehuetenango	huehuetenango
avray	avray
ijo	ijo
rypák	snout
adenozín	adenosine
konzultačné	consulting
konzultačné	consultancy
kempes	kempes
negramotnosti	illiteracy
assen	assen
namysłów	namysłów
skarżysko	skarżysko
centralizmus	centralism
jayne	jayne
hentai	hentai
gambetta	gambetta
dunaway	dunaway
gökçen	gökçen
karburátory	carburettors
dearborn	dearborn
summerslam	summerslam
nuuk	nuuk
potomac	potomac
spyridon	spyridon
montmirail	montmirail
ratifikovať	ratify
delp	delp
furtwängler	furtwängler
spiritualite	spiritualism
marxista	marxist
bojkotovala	boycotted
litteris	litteris
kammerer	kammerer
synapsida	synapsid
rusticana	rusticana
formalizovať	formalised
formalizovať	formalise
exciter	exciter
trammell	trammell
kanu	kanu
turbulencií	turmoil
otvárač	opener
hextall	hextall
neusporiadané	disordered
palatinus	palatinus
teddington	teddington
priedušnica	trachea
timm	timm
elev	elev
odpočúvania	wiretap
nepean	nepean
nečitateľný	unreadable
schaumburg	schaumburg
emre	emre
tiros	tiros
nebst	nebst
retroaktívne	retroactive
intolerancie	intolerance
ventris	ventris
aplikátorov	applicators
wołomin	wołomin
openssh	openssh
człuchów	człuchów
waage	waage
foliácia	foliation
zastava	zastava
pobúrený	outraged
darlan	darlan
zvolaní	convocation
kleines	kleines
udaj	uday
fullerény	fullerenes
najmilšie	loveliest
philly	philly
beto	beto
klamári	liars
steyn	steyn
peterbilt	peterbilt
magne	magne
tardini	tardini
pattinson	pattinson
ästhetik	ästhetik
genotyp	genotype
virovitica	virovitica
heuvel	heuvel
provokatér	provocateur
protiľahlý	subtended
naivita	naivety
favored	favored
nenásilia	nonviolence
dávidov	davids
katina	katina
caribe	caribe
lydekker	lydekker
shawna	shawna
chyť	grab
bildung	bildung
hanobenie	defamation
hanobenie	defacing
peyre	peyre
noëlle	noëlle
inštruktážne	instructional
tarcisio	tarcisio
valentini	valentini
criș	criș
dennett	dennett
wsdl	wsdl
poum	poum
złota	złota
tristania	tristania
ballsh	ballsh
muskau	muskau
frühen	frühen
ryšavka	redhead
neuzeit	neuzeit
smass	smass
embrun	embrun
cossé	cossé
sitar	sitar
dimitra	dimitra
menta	menta
videokonferencie	videoconferencing
černihiv	chernihiv
drupal	drupal
vločka	snowflake
lusitania	lusitania
rotrou	rotrou
rozmazané	blurry
rozmazané	blurred
rominger	rominger
mirador	mirador
lian	lian
ediacara	ediacara
retinopatia	retinopathy
atletico	atletico
molla	molla
predkladané	submitted
predkladané	presented
gazzálí	ghazali
hause	hause
tooltip	tooltip
münchner	münchner
arbres	arbres
ofsajd	offside
emmendingen	emmendingen
islamistov	islamists
walmart	walmart
konštelácie	constellations
ouellette	ouellette
timiș	timiș
požarevac	požarevac
brownlee	brownlee
falx	falx
hauge	hauge
smalley	smalley
monzúnov	monsoons
agoura	agoura
inštalovanie	installation
lichtenau	lichtenau
noctua	noctua
backeb	backeb
imunologickej	immunologic
benedicti	benedicti
heh	heh
godin	godin
ducos	ducos
pulchra	pulchra
aiko	aiko
cipi	tzipi
viazma	vyazma
knorr	knorr
thiel	thiel
vlnité	corrugated
vlnité	wavy
hoshi	hoshi
tonti	tonti
negatívy	negatives
conflent	conflent
grimaud	grimaud
odpory	resistors
diktuje	dictates
zjedla	ate
sevigny	sevigny
mcdermott	mcdermott
kell	kell
niklaas	niklaas
rapallo	rapallo
pulteney	pulteney
toti	toti
ehrenfels	ehrenfels
agri	agri
zagorje	zagorje
wollstonecraftová	wollstonecraft
kamienica	kamienica
stereochémia	stereochemistry
annet	annet
leandra	leandra
jasmina	jasmina
pío	pío
lekárnikov	pharmacists
svu	svu
runcorn	runcorn
dode	dode
šikanovaný	bullied
lacey	lacey
obkladové	hearth
czarnków	czarnków
arminia	arminia
mulcahy	mulcahy
lehrer	lehrer
voyageurs	voyageurs
zfs	zfs
mallard	mallard
metabolizuje	metabolised
hau	hau
hmyzovník	ophrys
bourbonnais	bourbonnais
smyczek	smyczek
tobruku	tobruk
acqua	acqua
ofdm	ofdm
jass	jass
mahé	mahé
benveniste	benveniste
cobol	cobol
todi	todi
vtol	vtol
mravčiar	aardvark
ausserrhoden	ausserrhoden
magen	magen
chaser	chaser
béliveau	béliveau
darstellende	darstellende
weisse	weisse
násilník	rapist
nederlandsch	nederlandsch
bruhns	bruhns
zraz	rally
honorverse	honorverse
vinea	vinea
zhi	zhi
vidocq	vidocq
gura	gura
abhainn	abhainn
gastein	gastein
triangulácie	triangulation
abernathy	abernathy
proszowice	proszowice
pegnitz	pegnitz
propagandistickej	propagandist
cleve	cleve
higueras	higueras
wmo	wmo
jebb	jebb
noemi	noemi
bajram	bajram
idaia	idaea
chéreau	chéreau
zermatt	zermatt
daze	daze
mercurio	mercurio
bierce	bierce
andernach	andernach
kalou	kalou
đồng	đồng
weserübung	weserübung
cinereus	cinereus
oresteia	oresteia
kópavogur	kópavogur
minellová	minella
kieślowski	kieślowski
dusitan	nitrite
nakło	nakło
namyslený	conceited
mnohojadrové	nucleate
antonietta	antonietta
heyne	heyne
pgc	pgc
privilegovaný	privileged
militare	militare
cuomo	cuomo
amyloidóza	amyloidosis
masquerade	masquerade
karamel	caramel
parabolický	parabolic
bramblett	bramblett
vrodeným	congenital
hebrone	hebron
langues	langues
hochschwarzwald	hochschwarzwald
čagatajský	chagatai
albanesi	albanesi
nunes	nunes
vcera	yesterday
smašnovová	smashnova
oborniki	oborniki
éamon	éamon
parthenon	parthenon
zrazy	reunions
kilowatt	kilowatt
beatus	beatus
poskok	sidekick
poskok	henchman
poskok	lackey
jada	jada
nervozita	nervousness
chladničke	fridge
gwangju	gwangju
konfiguračný	config
sull	sull
gemmell	gemmell
leela	leela
zverstvá	atrocities
donegan	donegan
globalizáciu	globalization
globalizáciu	globalisation
piaski	piaski
maius	maius
zdržovať	stall
oligopol	oligopoly
melanín	melanin
cukrík	candy
autodromo	autodromo
quayle	quayle
numan	numan
semih	semih
makabejské	maccabiah
sikhov	sikhs
megalopoli	megalopoli
gagra	gagra
lyme	lyme
amory	amory
ysl	ysl
bfc	bfc
vergy	vergy
nemilosrdná	merciless
addington	addington
tiere	tiere
slušná	decent
slušná	polite
lasky	lasky
bie	bie
elista	elista
waals	waals
giżycko	giżycko
somaliland	somaliland
tek	tek
veröffentlichungen	veröffentlichungen
hakim	hakim
ceeb	ceeb
rednex	rednex
anabela	anabela
villingen	villingen
lycaenidae	lycaenidae
štruktúrovaných	structured
dbms	dbms
madelaine	madelaine
blot	blot
jämtland	jämtland
raimundo	raimundo
praecox	praecox
krakowska	krakowska
snipes	snipes
kompozitov	composites
zabávali	entertained
typus	typus
vittatus	vittatus
reu	reu
nestranne	impartially
vytis	vytis
leibovitz	leibovitz
ortrud	ortrud
preorientovať	refocus
scienza	scienza
nárájaní	narayani
kissling	kissling
terri	terri
cavaliere	cavaliere
biella	biella
restituta	restituta
gata	gata
congonhas	congonhas
aydin	aydin
arlene	arlene
discoverer	discoverer
ratt	ratt
senneville	senneville
prázdnotu	void
svaneti	svaneti
clem	clem
rell	rell
marigold	marigold
ornitopódy	ornithopod
interregnum	interregnum
paços	paços
budd	budd
flach	flach
brochu	brochu
isc	isc
hainsworth	hainsworth
bjj	bjj
pank	pank
dil	dil
pantelić	pantelić
sinica	sinica
unipolárne	unipolar
dionysos	dionysos
seizmometer	seismometer
iptv	iptv
yogyakarta	yogyakarta
cavalcanti	cavalcanti
felicity	felicity
fogo	fogo
levey	levey
solow	solow
lemay	lemay
eua	eua
alhazen	alhazen
propria	propria
toyo	toyo
barres	barres
neophron	neophron
tinktúra	tincture
peaceville	peaceville
mizen	mizen
savoir	savoir
pisz	pisz
kelli	kelli
entrepôt	entrepôt
grabowski	grabowski
quesada	quesada
radikalizmu	radicalism
pigmentácia	pigmentation
minotaurus	minotaur
konfiškáciu	confiscation
köthen	köthen
arbus	arbus
dlžníci	debtors
dlžníci	borrowers
panzergrenadier	panzergrenadier
chasma	chasma
evanjelikmi	evangelicals
neľútostne	fiercely
beste	beste
jadžurvéda	yajurveda
bandaranaike	bandaranaike
montdidier	montdidier
hackett	hackett
trzebnica	trzebnica
kuni	kuni
corsini	corsini
cantando	cantando
atreyu	atreyu
forenzné	forensic
schoeman	schoeman
berl	berl
zakaukazsku	transcaucasia
peniston	peniston
drakkar	drakkar
floris	floris
chlapče	lad
stad	stad
sdn	sdn
zweibrücken	zweibrücken
bernat	bernat
kajal	kajal
tinie	tinie
lubań	lubań
opravný	correction
galerius	galerius
primum	primum
györgyi	györgyi
sérotyp	serotype
santon	santon
cyanóza	cyanosis
chrabromil	gryffindor
magneto	magneto
meriones	meriones
sakurai	sakurai
babin	babin
dorn	dorn
realista	realist
fung	fung
pašerákov	smugglers
necaxa	necaxa
dof	dof
zorro	zorro
esquina	esquina
deliteľný	divisible
balustrády	balustrades
wikipedians	wikipedians
langham	langham
gringo	gringo
diamandis	diamandis
vtipnou	comedic
nupedia	nupedia
anfang	anfang
@param	@param
béjart	béjart
kenney	kenney
munir	munir
nádheru	awesomeness
ire	ire
ostróda	ostróda
epops	epops
satanské	satanic
jedálenský	dining
siculus	siculus
faris	faris
witte	witte
traces	traces
betz	betz
fraternité	fraternité
tcdd	tcdd
rsr	rsr
démocratie	démocratie
bitche	bitche
preukazov	passer
bul	bul
lhote	lhote
wakasa	wakasa
bzure	bzura
pirata	pirata
bautz	bautz
ostia	ostia
škatule	boxes
punctatus	punctatus
neath	neath
bezbyľový	acaulis
alemán	alemán
castelli	castelli
batz	batz
lysenko	lysenko
iñaki	iñaki
sbf	sbf
jezik	jezik
ambra	ambergris
minuteman	minuteman
bfr	bfr
halucinogén	hallucinogen
fiacre	fiacre
cdi	cdi
nashi	nashi
svitolina	svitolina
palanka	palanka
polignac	polignac
laas	laas
prípojných	trailers
pinball	pinball
cachan	cachan
polykarbonátu	polycarbonate
tíško	hush
ciprian	ciprian
entstehung	entstehung
kaoru	kaoru
rødovre	rødovre
epikura	epicurus
frcs	frcs
doyen	doyen
moray	moray
seigneur	seigneur
pentheus	pentheus
karditsa	karditsa
kalmyčtina	kalmyk
vetrone	sailplanes
očistené	cleared
očistené	cleaned
kotzebue	kotzebue
kadri	kadri
protobulhari	bulgars
guiscard	guiscard
pilica	pilica
nighy	nighy
sindhu	sindhu
hmr	hmr
imathia	imathia
mdr	mdr
alen	alen
tae	tae
bednarek	bednarek
notepad	notepad
haine	haine
espinosa	espinosa
erkki	erkki
schaffer	schaffer
